"Computer Vision","Texts in Computer Science","","","","10.1007/978-1-84882-935-0","Richard Szeliski","2011","http://link.springer.com/book/10.1007/978-1-84882-935-0","Book"
"Guide to Competitive Programming","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-72547-5","Antti Laaksonen","2017","http://link.springer.com/book/10.1007/978-3-319-72547-5","Book"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-44999-5","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-44999-5","Book"
"Data Science and Predictive Analytics","","","","","10.1007/978-3-319-72347-1","Ivo D. Dinov","2018","http://link.springer.com/book/10.1007/978-3-319-72347-1","Book"
"The Python Workbook","","","","","10.1007/978-3-319-14240-1","Ben Stephenson","2014","http://link.springer.com/book/10.1007/978-3-319-14240-1","Book"
"Fundamentals of Business Process Management","","","","","10.1007/978-3-642-33143-5","Marlon DumasMarcello La RosaJan MendlingHajo A. Reijers","2013","http://link.springer.com/book/10.1007/978-3-642-33143-5","Book"
"Guide to Scientific Computing in C++","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-73132-2","Dr. Joe Pitt-FrancisProf. Jonathan Whiteley","2017","http://link.springer.com/book/10.1007/978-3-319-73132-2","Book"
"A Beginners Guide to Python 3 Programming","Undergraduate Topics in Computer Science","","","","10.1007/978-3-030-20290-3","Dr. John Hunt","2019","http://link.springer.com/book/10.1007/978-3-030-20290-3","Book"
"An Introduction to Machine Learning","","","","","10.1007/978-3-319-63913-0","Miroslav Kubat","2017","http://link.springer.com/book/10.1007/978-3-319-63913-0","Book"
"Objektorientierte Programmierung mit JavaScript","","","","","10.1007/978-3-658-21077-9","Dr. Jörg Bewersdorff","2018","http://link.springer.com/book/10.1007/978-3-658-21077-9","Book"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-45002-1","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-45002-1","Book"
"Fundamentals of Multimedia","Texts in Computer Science","","","","10.1007/978-3-319-05290-8","Ze-Nian LiMark S. DrewJiangchuan Liu","2014","http://link.springer.com/book/10.1007/978-3-319-05290-8","Book"
"Eye Tracking Methodology","","","","","10.1007/978-3-319-57883-5","Andrew T. Duchowski","2017","http://link.springer.com/book/10.1007/978-3-319-57883-5","Book"
"Introduction to Deep Learning","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-73004-2","Dr. Sandro Skansi","2018","http://link.springer.com/book/10.1007/978-3-319-73004-2","Book"
"Modelling Computing Systems","Undergraduate Topics in Computer Science","","","","10.1007/978-1-84800-322-4","Faron MollerGeorg Struth","2013","http://link.springer.com/book/10.1007/978-1-84800-322-4","Book"
"Concise Guide to Software Engineering","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-57750-0","Gerard O'Regan","2017","http://link.springer.com/book/10.1007/978-3-319-57750-0","Book"
"Cryptography Made Simple","Information Security and Cryptography","","","","10.1007/978-3-319-21936-3","Nigel P. Smart","2016","http://link.springer.com/book/10.1007/978-3-319-21936-3","Book"
"Guide to Computer Network Security","Computer Communications and Networks","","","","10.1007/978-3-319-55606-2","Joseph Migga Kizza","2017","http://link.springer.com/book/10.1007/978-3-319-55606-2","Book"
"Digital Image Processing","Texts in Computer Science","","","","10.1007/978-1-4471-6684-9","Wilhelm BurgerMark J. Burge","2016","http://link.springer.com/book/10.1007/978-1-4471-6684-9","Book"
"Introduction to Evolutionary Computing","Natural Computing Series","","","","10.1007/978-3-662-44874-8","A.E. EibenJ.E. Smith","2015","http://link.springer.com/book/10.1007/978-3-662-44874-8","Book"
"Computational Geometry","","","","","10.1007/978-3-540-77974-2","Prof. Dr. Mark de BergDr. Otfried CheongDr. Marc van KreveldProf. Dr. Mark Overmars","2008","http://link.springer.com/book/10.1007/978-3-540-77974-2","Book"
"Analysis for Computer Scientists","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-91155-7","Univ.-Prof. Dr. Dr. Michael OberguggenbergerUniv.-Prof. Dr. Alexander Ostermann","2018","http://link.springer.com/book/10.1007/978-3-319-91155-7","Book"
"Fundamentals of Business Process Management","","","","","10.1007/978-3-662-56509-4","Marlon DumasProf. Dr. Marcello La RosaProf. Dr. Jan MendlingHajo A. Reijers","2018","http://link.springer.com/book/10.1007/978-3-662-56509-4","Book"
"The Elements of Statistical Learning","Springer Series in Statistics","","","","10.1007/978-0-387-84858-7","Trevor HastieRobert TibshiraniJerome Friedman","2009","http://link.springer.com/book/10.1007/978-0-387-84858-7","Book"
"Neural Networks and Deep Learning","","","","","10.1007/978-3-319-94463-0","Dr. Charu C. Aggarwal","2018","http://link.springer.com/book/10.1007/978-3-319-94463-0","Book"
"Object-Oriented Analysis, Design and Implementation","Undergraduate Topics in Computer Science","","","","10.1007/978-3-319-24280-4","Brahma DathanSarnath Ramnath","2015","http://link.springer.com/book/10.1007/978-3-319-24280-4","Book"
"Guide to Discrete Mathematics","Texts in Computer Science","","","","10.1007/978-3-319-44561-8","Gerard O'Regan","2016","http://link.springer.com/book/10.1007/978-3-319-44561-8","Book"
"Probability and Statistics for Computer Science","","","","","10.1007/978-3-319-64410-3","David Forsyth","2018","http://link.springer.com/book/10.1007/978-3-319-64410-3","Book"
"Concise Guide to Databases","Undergraduate Topics in Computer Science","","","","10.1007/978-1-4471-5601-7","Peter LakePaul Crowther","2013","http://link.springer.com/book/10.1007/978-1-4471-5601-7","Book"
"The Data Science Design Manual","Texts in Computer Science","","","","10.1007/978-3-319-55444-0","Steven S. Skiena","2017","http://link.springer.com/book/10.1007/978-3-319-55444-0","Book"
